body,event.name,framework.duration_ms,framework.event_id,framework.field.atributos,framework.field.autenticacoes,framework.field.avisos,framework.field.conceitos,framework.field.consistente,framework.field.dados,framework.field.durationMs,framework.field.encaminhamentos,framework.field.encerramento,framework.field.enlaces,framework.field.errosCorrigidos,framework.field.errosSemCorrecao,framework.field.formato,framework.field.hardening,framework.field.host,framework.field.httpStatus,framework.field.ip,framework.field.linhas,framework.field.login,framework.field.metodo,framework.field.naoInterpretadas,framework.field.passos,framework.field.passosSelecao,framework.field.pendencias,framework.field.protecoes,framework.field.protocolo,framework.field.resultado,framework.field.rota,framework.field.roteadores,framework.field.status,framework.field.total,framework.field.traceId,framework.module,framework.status,http.request.method,http.response.status_code,http.route,severity,timeUnixNano,traceId
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,effc3c84-62cd-489c-a081-5f38af8267bf,,,,,,,2,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786717653000000000,38993f24d3274a95888f5a16945ecf9a
evento=http_access status=ok durationMs=46 httpStatus=200,http_access,46,937b45be-fe07-4dea-b296-7d44ab7d0f98,,,,,,,46,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786717653000000000,cde22b3c0ca0483785e7918a7463ffbd
evento=http_access status=ok durationMs=1972 httpStatus=303,http_access,1972,6506a809-3fb4-4183-aabf-c09e055f16f9,,,,,,,1972,,,,,,,,,303,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github/callback,INFO,1786717653000000000,636c1a04884e4039bcce2e63853cc74d
evento=login_github status=ok login=carmipa resultado=ok,login_github,,4594508b-fd83-448e-90bc-1245ad547735,,,,,,,,,,,,,,,,,,,carmipa,,,,,,,,ok,,,,,,seguranca,ok,GET,,/login/github/callback,INFO,1786717653000000000,636c1a04884e4039bcce2e63853cc74d
evento=http_access status=ok durationMs=137 httpStatus=303,http_access,139,32bf4587-1b3c-463c-bc48-8e7a7287d47a,,,,,,,137,,,,,,,,,303,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github,INFO,1786717650000000000,6702cf7adce74081b229bca63a60a257
evento=http_access status=ok durationMs=17 httpStatus=200,http_access,17,a4aa4741-c561-47da-8718-ea12549f4b04,,,,,,,17,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1786717647000000000,f000b4fcf90b4fb1b86192d6cfa6bc49
evento=http_access status=ok durationMs=9 httpStatus=303,http_access,9,e577263e-8fb6-44b2-9ecc-e1d04a97daa0,,,,,,,9,,,,,,,,,303,,,,,,,,,,,,,,,,,web,ok,GET,303,/telemetria,INFO,1786717647000000000,5d4baa07286a4b47ab1660ae581a9732
evento=http_access status=ok durationMs=51 httpStatus=200,http_access,51,e2fa17b6-715e-4cf4-b228-0d5e5bfe0ac5,,,,,,,51,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786717644000000000,2c05e3ed1d5c4eca9434b79a87341f42
evento=http_access status=ok durationMs=16 httpStatus=200,http_access,16,97e22d52-aa26-4290-885b-2c8fa8f2dc30,,,,,,,16,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786717643000000000,c9953c54767c4648adb6e42f4eb39566
evento=http_access status=ok durationMs=11 httpStatus=200,http_access,11,4d33b4b6-53cf-4be2-906e-92de5597236a,,,,,,,11,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786716678000000000,dc6a0f9db06d44519c6bbfc875019c18
evento=http_access status=ok durationMs=6 httpStatus=200,http_access,6,20ff49b9-9105-4e79-a74e-9e7b58db5f20,,,,,,,6,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786714962000000000,80538ec2be8d43e6b551294fbeec0262
evento=http_access status=ok durationMs=11 httpStatus=200,http_access,11,b75186de-af33-4920-8039-c40443f566c1,,,,,,,11,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,HEAD,200,/,INFO,1786714962000000000,edd32f599693479f8708081202c5b6f9
evento=http_access status=ok durationMs=15 httpStatus=200,http_access,15,5803c14f-008d-42d9-8dde-84e011b8b1b3,,,,,,,15,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786714800000000000,8124f9256a204efea9e4a273824c5a5f
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,3884ccd5-8143-421f-a67b-fcc67a6ba1c2,,,,,,,3,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786713538000000000,a1cea5d17c1347e2b730827ad9776c10
evento=http_access status=ok durationMs=171 httpStatus=200,http_access,173,c9026838-ad80-45e7-bb09-b730410d81b7,,,,,,,171,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786713536000000000,462392ba60a642f396ee2e78ff6620a0
evento=http_access status=ok durationMs=23 httpStatus=200,http_access,23,cd42d226-b344-488c-98ee-39161b16923c,,,,,,,23,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/localizacao,INFO,1786661686000000000,ba8df46882494a418340d49a2c05ff23
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,e24ca52a-5752-4b64-b727-09efbe1fa6d3,,,,,,,1,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786659895000000000,13c8a603b2074f02abcfab1cd2c1362f
evento=http_access status=ok durationMs=34 httpStatus=200,http_access,34,3c6e8bdf-6a84-4792-af24-8a2ba5320d1a,,,,,,,34,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786659894000000000,6b89ee44f53c43a7b32a0790b1b2a2a2
evento=pagina_erro_exibida status=warn httpStatus=404 metodo=GET rota=/robots.txt traceId=err-1c02b923-2a8f,pagina_erro_exibida,,9b42739a-eba1-4ce6-950b-b46b717e2287,,,,,,,,,,,,,,,,404,,,,GET,,,,,,,,/robots.txt,,,,err-1c02b923-2a8f,paginaErros,warn,,,,WARN,1786659894000000000,
evento=pagina_erro_exibida status=warn httpStatus=404 metodo=GET rota=/admin traceId=err-d03a95de-3bb1,pagina_erro_exibida,,024875a2-c0de-4d26-8e99-0e6debaaad9f,,,,,,,,,,,,,,,,404,,,,GET,,,,,,,,/admin,,,,err-d03a95de-3bb1,paginaErros,warn,,,,WARN,1786629080000000000,
evento=http_access status=ok durationMs=135 httpStatus=200,http_access,135,f7794bff-214d-4463-8c71-051eccbfb10c,,,,,,,135,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/admin/login,INFO,1786629079000000000,05dcaa2f2dc14c0ebd9c2c6c6d3cfa3d
evento=http_access status=ok durationMs=37 httpStatus=200,http_access,37,b5d67764-3438-43af-b73f-7923bff062c6,,,,,,,37,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1786629078000000000,31a2242b9e6149ab98ffd339047b9bd6
evento=pagina_erro_exibida status=warn httpStatus=404 metodo=GET rota=/register traceId=err-e671d5ac-3675,pagina_erro_exibida,,bea13ffb-8504-44d8-8a10-8cf18f993a65,,,,,,,,,,,,,,,,404,,,,GET,,,,,,,,/register,,,,err-e671d5ac-3675,paginaErros,warn,,,,WARN,1786629076000000000,
evento=http_access status=ok durationMs=119 httpStatus=200,http_access,121,fe136ba5-6665-43ee-af96-fcc4198fe2f0,,,,,,,119,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786624409000000000,f727109528c443baad93fea32461836b
evento=http_access status=ok durationMs=107 httpStatus=200,http_access,109,b2bcdacc-1c34-46c3-99fb-89ae8110e53c,,,,,,,107,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786552616000000000,e0090b10a159458593bf0a4357a28f41
evento=http_access status=ok durationMs=90 httpStatus=200,http_access,92,e1e0fe36-481d-4660-aacb-631283aa8cab,,,,,,,90,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786535822000000000,8ae3fcba0f0e495cae1d87ce4c3e3538
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,dd56269e-91f1-4923-a235-9e019fdbb590,,,,,,,1,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786503758000000000,ddf4537956d44f2e8c78b3733d9198cd
evento=http_access status=ok durationMs=4 httpStatus=200,http_access,4,21f3436a-d8be-41ef-96ff-ab4f4bb823fc,,,,,,,4,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786503757000000000,f851b6d428c7452b840da74a592d1d79
evento=http_access status=ok durationMs=233 httpStatus=200,http_access,233,ae42a5fd-23e8-479e-898d-440908b8d7e0,,,,,,,233,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/bgp,INFO,1786503734000000000,194cc4387a5d4448a3ebdb9101bc0b84
evento=aprofundamento_view status=ok atributos=8 conceitos=6 passosSelecao=14 protecoes=6 protocolo=bgp,aprofundamento_view,,f1a48187-2505-490d-8b9a-661b6fa3732d,8,,,6,,,,,,,,,,,,,,,,,,,14,,6,bgp,,,,,,,protocolos,ok,GET,,/protocolos/bgp,INFO,1786503734000000000,194cc4387a5d4448a3ebdb9101bc0b84
evento=http_access status=ok durationMs=26 httpStatus=200,http_access,26,e2b74943-38af-4749-9827-9acc5af3d1bb,,,,,,,26,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786503734000000000,2e1b06c1e50b41168dccf5f66f3bca1e
evento=http_access status=ok durationMs=4 httpStatus=303,http_access,4,75631777-33d6-46b2-9d1a-7d3f89cc5d14,,,,,,,4,,,,,,,,,303,,,,,,,,,,,,,,,,,web,ok,GET,303,/telemetria,INFO,1786503734000000000,0fb74d2b570445758643e490a42e7c10
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,58d2b553-d11f-4e9d-b397-58ddde6c48fd,,,,,,,1,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1786503734000000000,dc09bcccd09b47dab790e94fff8918f2
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,3d825004-5693-47f4-b2f6-c619a62560ae,,,,,,,2,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786503733000000000,3ef6d49f4a2e4d969f2dfb5ff3939cf1
evento=http_access status=error durationMs=21 httpStatus=401,http_access,21,ca3fbce6-569a-42f2-8c0c-ba5448622c28,,,,,,,21,,,,,,,,,401,,,,,,,,,,,,,,,,,web,error,POST,401,/login/chave,WARN,1786503715000000000,87d725318f1440578878ef8f02cec974
evento=login_contingencia status=recusado resultado=recusado,login_contingencia,,c12c4e76-7195-440b-b356-7aa4c81aa500,,,,,,,,,,,,,,,,,,,,,,,,,,,recusado,,,,,,seguranca,recusado,POST,,/login/chave,WARN,1786503715000000000,87d725318f1440578878ef8f02cec974
evento=http_access status=ok durationMs=9 httpStatus=200,http_access,9,70c70324-3a8d-4417-a439-e940c648dc4e,,,,,,,9,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1786503715000000000,18400d6ac6fc4183ad02bfc688b5b388
evento=http_access status=ok durationMs=6 httpStatus=200,http_access,6,ba366720-0106-4c94-804b-5ca85d0bd15f,,,,,,,6,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786503690000000000,0c24a90d34694ee38e22f79314e4961f
evento=http_access status=ok durationMs=33 httpStatus=200,http_access,33,957959e6-1f79-463a-96f8-504da4a3396f,,,,,,,33,,,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786503690000000000,c50e5d5ed9ae4c14a3c112456897931a
evento=app_start status=ok status=ok,app_start,,619b8b14-0b57-45f9-803c-bd16e6356a43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,,,sistema,ok,,,,INFO,1786503680000000000,
evento=http_access status=ok,http_access,1,b4de8d48-0640-425b-a413-89c149418371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786503607000000000,de390cc192eb435b9ff1937dc18c429c
evento=http_access status=ok,http_access,243,b8e6de51-9d24-43cb-9f1f-9de3d6fb84f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos,INFO,1786503607000000000,0546d301c539438183a3976071df9ff9
evento=catalog_load status=ok total=47,catalog_load,,8cf9ebb3-fd99-46ba-8d7d-94586081086c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,protocolos,ok,GET,,/protocolos,INFO,1786503607000000000,0546d301c539438183a3976071df9ff9
evento=catalog_load status=ok total=47,catalog_load,,138c0ae1-a874-4899-96c7-e77bd58476b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,protocolos,ok,GET,,/protocolos,INFO,1786503607000000000,0546d301c539438183a3976071df9ff9
evento=http_access status=ok,http_access,0,77363d08-95d7-45ca-83d3-159c0726196d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786503606000000000,ea38563650b641f08cc63013402d6658
evento=http_access status=ok,http_access,134,9d95d6f6-55e6-4843-ad44-3f0508ea2243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786503606000000000,a146dc44d36840488b71e50cbdf3a1e6
evento=catalog_load status=ok total=30,catalog_load,,4ead508d-acb8-48d9-82dd-e3a19f5d0217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786503606000000000,a146dc44d36840488b71e50cbdf3a1e6
evento=http_access status=ok,http_access,6,d43ba388-f40a-4e8c-82a0-da00eb70b114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786503605000000000,3da2bdcdabf64acc9a8882fe14f132c9
evento=http_access status=ok,http_access,12,e88934e4-5c44-48a4-9784-b224603fc7a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1786503605000000000,3eef5bb6204c42e6ba8e1d68f8bbf1b4
evento=http_access status=ok,http_access,70,d44deb24-98d5-429a-8288-0d672c96c91f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1786503604000000000,e83542d082e743e4b86382daf149d46f
evento=http_access status=ok,http_access,63,ac13aab4-5e1f-4815-a2cc-e3227acd9b6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1786503604000000000,20b2068b78a04284a881abf7f5569241
evento=http_access status=ok,http_access,1,3f2272bb-a2f1-4f71-9d97-712335267617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786503604000000000,5487bc32f7bd4473b191a0cf793d06d4
evento=http_access status=ok,http_access,196,4bb86743-92ec-49f5-949c-3540040e4fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786503604000000000,08f360b3afc14133a8c4e4a9b97d1633
evento=http_access status=ok,http_access,10,f013a3d6-b80a-471a-8f3c-c1ff086f0fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786503603000000000,d1afb52ac0d748b297af5d7ff776b87b
evento=http_access status=ok,http_access,2106,d17e82f2-07aa-4e0c-8f6e-27dbc2fa3cfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos,INFO,1786503602000000000,06f80b8cc95540319fd7e6dc53702467
evento=http_access status=ok,http_access,36,d652c070-2837-48b1-88c8-3bc6f33ff9e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786503601000000000,526babacb31b4a86812154c468123d2c
evento=catalog_load status=ok total=47,catalog_load,,1e18d44e-5e5c-4d92-a376-571f752db3d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,protocolos,ok,GET,,/protocolos,INFO,1786503600000000000,06f80b8cc95540319fd7e6dc53702467
evento=catalog_load status=ok total=47,catalog_load,,626930de-68b5-4c5b-8468-054a5718bef5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,protocolos,ok,GET,,/protocolos,INFO,1786503600000000000,06f80b8cc95540319fd7e6dc53702467
evento=http_access status=ok,http_access,1,77f2df93-2095-4679-8ba1-e01897e08baf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786503598000000000,680cee70989045e6991f02abfa591525
evento=http_access status=ok,http_access,4,f1e57978-f8d3-4d3c-ad48-b1e94914a2c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/sobre,INFO,1786503598000000000,d7525347972341ce9f45979e768a8881
evento=http_access status=ok,http_access,45,418ff2c8-522c-4646-8bca-8810c46f99ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786503596000000000,fc059cb1884b4c6fbe9facb5dfcae2e1
evento=http_access status=ok,http_access,24,eb821920-d8ee-4ffd-9103-52d017ff002e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786503595000000000,7973b166f5e24c93b75adbd36a27ae6d
evento=http_access status=ok,http_access,93,1397507c-0905-4aef-9463-e04cd8472137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786503515000000000,4cfcef1ab4764524a7417f55426122ea
evento=http_access status=error,http_access,0,89a36ca2-e1b0-4747-81f1-f57eabd80197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,error,GET,429,/analise,WARN,1786499863000000000,3d76c27de1304085a450edc223117020
evento=http_access status=error,http_access,1,c245c6a3-e2fa-43bf-a80c-755b433a592b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,error,GET,429,/analise,WARN,1786499859000000000,8b2c3e95c3ca44a4bbc7e8c39927a616
evento=http_access status=error,http_access,0,ebd6a838-a3d5-4f1c-bce6-f7479f15bf59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,error,GET,429,/analise,WARN,1786499857000000000,884c199f59ba48238e56520f5d85fd22
evento=http_access status=error,http_access,1,353ad846-6858-46be-bea1-85491333f160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,error,GET,429,/analise,WARN,1786499856000000000,e8b7a554c5bc4faebeaf4a4f707d9c76
evento=http_access status=ok,http_access,2,f29eb0ea-f9b4-4661-8a38-217f95050e70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499856000000000,b40ea11946014ba684ba752f83b5a017
evento=http_access status=ok,http_access,2,7d21cdb0-21ed-4d82-b8cd-ee0a628afd65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499855000000000,d9e9036158b74c2da396b24c4d856cf1
evento=http_access status=ok,http_access,1,189bc992-21a7-434d-a1a7-089e7feda231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499855000000000,d493b29cc69344f498192dab35958b72
evento=http_access status=ok,http_access,1,7aecb068-77fe-4d32-ac32-aef07d38ae38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499854000000000,9052d12b27a74adc8ea8a57d9434252d
evento=http_access status=ok,http_access,1,47d58f68-edef-4b00-8f5a-a6293787cabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499854000000000,8ee53ccc408f4abf8720ecde9c16a5d6
evento=http_access status=ok,http_access,2,7e2028f1-33dd-4e93-b3b4-06de75c34550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499853000000000,27d6be8c4d114f2aa6b007bf00dbd6f8
evento=http_access status=ok,http_access,2,1c8f9b93-a799-448b-b80f-3218a52804ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499853000000000,86002b2aa1fb4399b372474bfaabdb3c
evento=http_access status=ok,http_access,2,69541c56-ef48-432d-a002-3d5972484f92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499852000000000,498e8c00bbc74c96abf1533c841d6deb
evento=http_access status=ok,http_access,1,8d8014e3-2c2a-4a5a-8abd-ad99562231ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499852000000000,7c33068ec6e4429d8a0c9efd969d37e1
evento=http_access status=ok,http_access,1,eca98bf2-ccfd-4c90-9e30-294abdd9cfd6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499851000000000,33eb80221a964ca78dfa284352685551
evento=http_access status=ok,http_access,1,c465db44-c324-4f46-88e8-3fc570560b93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499851000000000,84212e5910a445ccb8fb354a9ff34dc1
evento=http_access status=ok,http_access,1,434574e4-af82-46d4-a36a-6e53b489cd0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499850000000000,d6d325aa580248efb2358c1ba7391b0a
evento=http_access status=ok,http_access,1,a8098275-a643-4c45-86f3-4b8aabcb8b0d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499850000000000,f6c9358599da44229057e5f8293cc9e6
evento=http_access status=ok,http_access,2,e6cb3b4a-24ce-426a-a58e-bc1a120f85f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499849000000000,ec27181487044a538747f47c1855951b
evento=http_access status=ok,http_access,1,078b8fe2-ef3f-4c8c-960e-7171a6752bc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499848000000000,3ac12193988f4d47a843b60d2fd1ead1
evento=http_access status=ok,http_access,2,3488c43c-cd1c-4fb6-9705-549386d99edf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499848000000000,350a6dc979dd48c2a8b5d4b9da8a30ff
evento=http_access status=ok,http_access,1,1e56cca0-b144-4833-81cd-a1136952df44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499847000000000,32a0ed82342740f394c3b5327bae1370
evento=http_access status=ok,http_access,2,fdfab7c0-c92b-429c-92d4-c40040657876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499847000000000,ce3feb80b8844720a762edf74c567dbe
evento=http_access status=ok,http_access,8,8ef1c89e-5a9c-49e5-888f-840ab11fa16d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499846000000000,754bb97d6b014951ac59d68980168858
evento=http_access status=ok,http_access,2,56757b73-80a6-4eed-abf3-063338858291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499845000000000,5ae8846f9e044b18b85d00abbabdb39e
evento=http_access status=ok,http_access,2,b119d971-151a-483e-9641-e0c2b04485d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499845000000000,8f8ab6d9f01b474abf2431c5d637a806
evento=http_access status=ok,http_access,1,3209b90e-8fc0-46a8-9dbf-1fd327d0b775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499844000000000,21a6a250ed304b5693fcdc40d9bc3ab7
evento=http_access status=ok,http_access,1,961dd33b-62ae-449b-aecb-d128220c1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499839000000000,fee78af772714c629f632943c27bfafb
evento=http_access status=ok,http_access,2,49ce6933-0a28-41ed-a29e-b662911b61f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499838000000000,235baf9977be46959539c2d99feae220
evento=http_access status=ok,http_access,2,99604b82-bcbd-4c4c-9cc2-335f7cb8e875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499838000000000,02105e18d2b14cb6866c372013526889
evento=http_access status=ok,http_access,1,5f92947b-1134-40a7-bd0d-2aa2fa7b0a6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499837000000000,ac4d9af229eb4853ad7b12d3d204ebcc
evento=http_access status=ok,http_access,1,f4e47262-c8e2-4dfb-a32b-a998b7906490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499831000000000,6f752900fac445f9a7703ed74fc17ea0
evento=http_access status=ok,http_access,1,eb4c28cf-b675-4cd8-b9fb-2daa1c61d3af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499830000000000,c7319f2981764b388ea52d3df4b761db
evento=http_access status=ok,http_access,1,0a63b03c-3f02-4f38-a804-b309a26e72ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499829000000000,39ce4af9d59040208c58b2b96a6d27c6
evento=http_access status=ok,http_access,3,da497db0-cc82-4f0c-9af9-225c5e38c566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499827000000000,8081e8162c06428da39740431535c9e0
evento=http_access status=ok,http_access,4,2d30834f-e908-451d-bb4b-69fe45fadbf3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499804000000000,44ab39e0f65746f588c919c8919610ab
evento=http_access status=ok,http_access,2,5e5b6061-6436-43d0-bba7-4f5eb525a525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499800000000000,650b5dc172c64cf98fb85df5c497995a
evento=http_access status=ok,http_access,1,c6a5d153-d4f8-4214-8ce1-8dca8e00c7d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499725000000000,9423a14bb4a74d97b644be648035141d
evento=http_access status=ok,http_access,2,3f927bd1-5fab-4468-b28f-fc13cc23c216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786499712000000000,6390c64a1b8f4431bc5551c532c3070a
evento=http_access status=error,http_access,0,dd686f09-d854-4f4b-8768-d2608ea966de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,error,GET,429,/analise,WARN,1786499693000000000,5f269a6cc9cd45d7914f586c17a3856e
evento=http_access status=error,http_access,0,d241d0c5-0b8c-4e24-91f8-6016b0f3ad79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,error,GET,429,/analise,WARN,1786499691000000000,1b73d55e6ffc46ad9f3ad02243d335d1
